id,conformed_submission_type,filer_central_index_key,filer_former_company_former_conformed_name,filer_company_conformed_name,accession_number,filed_as_of_date,conformed_period_of_report
000023/230173/0001137439-16-000323.txt,CORRESP,0000230173,DELAWARE GROUP CASH RESERVE /DE/,DELAWARE GROUP CASH RESERVE,0001137439-16-000323,2016-01-04 00:00:00+00:00,2016-02-08 00:00:00+00:00
000149/1496099/0001104659-17-040963.txt,CORRESP,0001496099,New Mountain Guardian Corp,New Mountain Finance Corp,0001104659-17-040963,2017-06-22 00:00:00+00:00,2017-08-03 00:00:00+00:00
000170/1702780/0001104659-17-036720.txt,CORRESP,0001702780,,"Altice USA, Inc.",0001104659-17-036720,2017-06-01 00:00:00+00:00,2017-07-20 00:00:00+00:00
000091/914245/0001104659-17-073106.txt,CORRESP,0000914245,,PROTECTIVE VARIABLE ANNUITY SEPARATE ACCOUNT,0001104659-17-073106,2017-12-13 00:00:00+00:00,2018-04-02 00:00:00+00:00
000158/1588216/0001193125-17-012403.txt,CORRESP,0001588216,,"RSP Permian, Inc.",0001193125-17-012403,2017-01-18 00:00:00+00:00,2017-03-27 00:00:00+00:00
000011/110698/0001193125-17-106286.txt,CORRESP,0000110698,MANN HORACE LIFE INSURANCE CO SEPARATE ACCOUNT,HORACE MANN LIFE INSURANCE CO SEPARATE ACCOUNT,0001193125-17-106286,2017-03-31 00:00:00+00:00,2017-06-07 00:00:00+00:00
000159/1598893/0001079973-16-000747.txt,CORRESP,0001598893,,"Integrity Capital Income Fund, Inc.",0001079973-16-000747,2016-01-15 00:00:00+00:00,2016-08-22 00:00:00+00:00
000168/1683825/0001193125-16-767774.txt,CORRESP,0001683825,travel B.V.,travel B.V.,0001193125-16-767774,2016-11-14 00:00:00+00:00,2017-01-16 00:00:00+00:00
000169/1694617/0001185185-17-001586.txt,CORRESP,0001694617,,"Royale Energy Holdings, Inc.",0001185185-17-001586,2017-07-21 00:00:00+00:00,2017-11-20 00:00:00+00:00
000117/1179929/0001179929-16-000408.txt,CORRESP,0001179929,,MOLINA HEALTHCARE INC,0001179929-16-000408,2016-12-09 00:00:00+00:00,2017-01-24 00:00:00+00:00
000002/28540/0000878467-16-000934.txt,CORRESP,0000028540,DAILY MONEY FUND/MA/,FIDELITY OXFORD STREET TRUST,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000003/35330/0000878467-16-000934.txt,CORRESP,0000035330,FIDELITY DAILY INCOME TRUST,FIDELITY UNION STREET TRUST,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000027/276516/0000878467-16-000934.txt,CORRESP,0000276516,,FIDELITY MONEY MARKET TRUST,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000027/278001/0000878467-16-000934.txt,CORRESP,0000278001,FIDELITY CASH RESERVES,FIDELITY PHILLIPS STREET TRUST,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000031/311884/0000878467-16-000934.txt,CORRESP,0000311884,FIDELITY TAX EXEMPT MONEY MARKET TRUST,FIDELITY BEACON STREET TRUST,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000035/356173/0000878467-16-000934.txt,CORRESP,0000356173,COLCHESTER STREET TRUST,Fidelity Colchester Street Trust,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000070/700859/0000878467-16-000934.txt,CORRESP,0000700859,FIDELITY INSTITUTIONAL TAX EXEMPT CASH PORTFOLIOS,FIDELITY BOYLSTON STREET TRUST,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000070/704207/0000878467-16-000934.txt,CORRESP,0000704207,NEWBURY STREET TRUST,Fidelity Newbury Street Trust,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000071/718581/0000878467-16-000934.txt,CORRESP,0000718581,FIDELITY NEW YORK TAX FREE FUND,FIDELITY NEW YORK MUNICIPAL TRUST,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000087/878662/0000878467-16-000934.txt,CORRESP,0000878662,,FIDELITY CALIFORNIA MUNICIPAL TRUST II,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000087/878663/0000878467-16-000934.txt,CORRESP,0000878663,,FIDELITY NEW YORK MUNICIPAL TRUST II,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000088/880195/0000878467-16-000934.txt,CORRESP,0000880195,FIDELITY INSTITUTIONAL INVESTORS TRUST,FIDELITY ABERDEEN STREET TRUST,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000088/880709/0000878467-16-000934.txt,CORRESP,0000880709,,FIDELITY COURT STREET TRUST II,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000088/880799/0000878467-16-000934.txt,CORRESP,0000880799,,FIDELITY MUNICIPAL TRUST II,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000091/917286/0000878467-16-000934.txt,CORRESP,0000917286,,FIDELITY HEREFORD STREET TRUST,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000102/1022695/0000878467-16-000934.txt,CORRESP,0001022695,,FIDELITY REVERE STREET TRUST,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000126/1265551/0000878467-16-000934.txt,CORRESP,0001265551,,FIDELITY RUTLAND SQUARE TRUST,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000130/1303459/0000878467-16-000934.txt,CORRESP,0001303459,,Fidelity Central Investment Portfolios LLC,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000136/1364923/0000878467-16-000934.txt,CORRESP,0001364923,,Fidelity Commonwealth Trust II,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000136/1364924/0000878467-16-000934.txt,CORRESP,0001364924,,Fidelity Rutland Square Trust II,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000140/1401097/0000878467-16-000934.txt,CORRESP,0001401097,,Fidelity Central Investment Portfolios II LLC,0000878467-16-000934,2016-04-04 00:00:00+00:00,2016-08-02 00:00:00+00:00
000088/889366/0000892712-16-001394.txt,CORRESP,0000889366,MARSHALL FUNDS INC d/b/a BMO FUNDS,"BMO FUNDS, INC.",0000892712-16-001394,2016-02-11 00:00:00+00:00,2016-03-14 00:00:00+00:00
000158/1580733/0000892712-16-001395.txt,CORRESP,0001580733,BMO Lloyd George Frontier Markets Equity Fund,BMO LGM Frontier Markets Equity Fund,0000892712-16-001395,2016-02-11 00:00:00+00:00,2016-03-21 00:00:00+00:00
000105/1055454/0000892712-16-001868.txt,CORRESP,0001055454,,SCHOOL SPECIALTY INC,0000892712-16-001868,2016-09-06 00:00:00+00:00,2016-10-12 00:00:00+00:00
000076/763744/0000763744-17-000023.txt,CORRESP,0000763744,DREW INDUSTRIES INC,LCI INDUSTRIES,0000763744-17-000023,2017-01-17 00:00:00+00:00,2017-04-13 00:00:00+00:00
000162/1629699/0000906318-16-000089.txt,CORRESP,0001629699,,Fair-Haired Dumbbell LLC,0000906318-16-000089,2016-02-08 00:00:00+00:00,2016-05-03 00:00:00+00:00
000151/1511699/0000894189-17-002375.txt,CORRESP,0001511699,,Managed Portfolio Series,0000894189-17-002375,2017-05-01 00:00:00+00:00,2017-06-05 00:00:00+00:00
000151/1511699/0000894189-17-002628.txt,CORRESP,0001511699,,Managed Portfolio Series,0000894189-17-002628,2017-05-15 00:00:00+00:00,2017-08-15 00:00:00+00:00
000151/1511699/0000894189-17-003874.txt,CORRESP,0001511699,,Managed Portfolio Series,0000894189-17-003874,2017-08-03 00:00:00+00:00,2017-10-16 00:00:00+00:00
000116/1167368/0000899681-16-001722.txt,CORRESP,0001167368,DREYFUS CITIZENS SELECT FUNDS,CITIZENSSELECT FUNDS,0000899681-16-001722,2016-08-18 00:00:00+00:00,2016-10-19 00:00:00+00:00
000171/1717393/0001571049-17-008646.txt,CORRESP,0001717393,,CORPORACION AMERICA AIRPORTS S.A.,0001571049-17-008646,2017-12-05 00:00:00+00:00,2018-03-01 00:00:00+00:00
000130/1301106/0001626129-16-000834.txt,CORRESP,0001301106,,National Interstate CORP,0001626129-16-000834,2016-09-19 00:00:00+00:00,2017-04-13 00:00:00+00:00
000035/355437/0001680359-17-000557.txt,CORRESP,0000355437,DFA SMALL CO FUND INC,DFA INVESTMENT DIMENSIONS GROUP INC,0001680359-17-000557,2017-10-11 00:00:00+00:00,2017-11-08 00:00:00+00:00
000138/1388485/0001615774-17-001814.txt,CORRESP,,,,0001615774-17-001814,2017-04-21 00:00:00+00:00,
000165/1656596/0001607062-16-000689.txt,CORRESP,0001656596,,"AFS Holdings, Inc.",0001607062-16-000689,2016-02-19 00:00:00+00:00,2016-05-09 00:00:00+00:00
000165/1656596/0001607062-16-000699.txt,CORRESP,0001656596,,"AFS Holdings, Inc.",0001607062-16-000699,2016-03-08 00:00:00+00:00,2016-05-09 00:00:00+00:00
000035/356475/0001193125-16-603797.txt,CORRESP,0000356475,METLIFE INVESTORS SEPARATE ACCOUNT A,METLIFE INVESTORS USA SEPARATE ACCOUNT A,0001193125-16-603797,2016-05-26 00:00:00+00:00,2016-07-28 00:00:00+00:00
000131/1315255/0001315255-16-000205.txt,CORRESP,0001315255,"Global Telecom & Technology, Inc.","GTT Communications, Inc.",0001315255-16-000205,2016-09-06 00:00:00+00:00,2016-10-06 00:00:00+00:00
000169/1690511/0001193125-17-051266.txt,CORRESP,0001690511,"Canada Goose Holdings, Inc.",Canada Goose Holdings Inc.,0001193125-17-051266,2017-02-22 00:00:00+00:00,2017-04-12 00:00:00+00:00
000154/1543188/0001193125-16-660226.txt,CORRESP,0001543188,AllianceBernstein Multi-Manager Alternative Fund,AB Multi-Manager Alternative Fund,0001193125-16-660226,2016-07-27 00:00:00+00:00,2016-08-26 00:00:00+00:00
000157/1578932/0001193125-16-653875.txt,CORRESP,0001578932,,OCI Partners LP,0001193125-16-653875,2016-07-21 00:00:00+00:00,2016-08-26 00:00:00+00:00
000101/1013131/0001144204-17-064458.txt,CORRESP,0001013131,,BUENAVENTURA MINING CO INC,0001144204-17-064458,2017-12-20 00:00:00+00:00,2018-02-07 00:00:00+00:00
000132/1324410/0001104659-16-130967.txt,CORRESP,0001324410,"Centennial Bank Holdings, Inc.",Guaranty Bancorp,0001104659-16-130967,2016-07-05 00:00:00+00:00,2016-09-08 00:00:00+00:00
000169/1692725/0001387131-17-000993.txt,CORRESP,0001692725,,"NY Residential REIT, LLC",0001387131-17-000993,2017-02-21 00:00:00+00:00,2017-06-01 00:00:00+00:00
000035/357204/0001398344-16-018081.txt,CORRESP,0000357204,WESTCORE FUNDS INC,WESTCORE TRUST,0001398344-16-018081,2016-09-06 00:00:00+00:00,2016-10-06 00:00:00+00:00
000170/1707925/0001193125-17-239169.txt,CORRESP,0001707925,ZAMALIGHT PLC,LINDE PLC,0001193125-17-239169,2017-07-28 00:00:00+00:00,2017-10-03 00:00:00+00:00
000127/1278895/0001341004-17-000189.txt,CORRESP,0001278895,"BLACKROCK ENHANCED CAPITAL & INCOME FUND, INC","BLACKROCK ENHANCED CAPITAL & INCOME FUND, INC.",0001341004-17-000189,2017-04-03 00:00:00+00:00,2017-05-09 00:00:00+00:00
000130/1306550/0001341004-17-000189.txt,CORRESP,0001306550,BlackRock Global Energy & Resources Trust,BlackRock Energy & Resources Trust,0001341004-17-000189,2017-04-03 00:00:00+00:00,2017-05-09 00:00:00+00:00
000131/1314966/0001341004-17-000189.txt,CORRESP,0001314966,,BlackRock Health Sciences Trust,0001341004-17-000189,2017-04-03 00:00:00+00:00,2017-05-09 00:00:00+00:00
000132/1320375/0001341004-17-000189.txt,CORRESP,0001320375,,BlackRock Global Opportunities Equity Trust,0001341004-17-000189,2017-04-03 00:00:00+00:00,2017-05-09 00:00:00+00:00
000133/1332283/0001341004-17-000189.txt,CORRESP,0001332283,BlackRock Enhanced Dividend Achievers Trust,BlackRock Enhanced Equity Dividend Trust,0001341004-17-000189,2017-04-03 00:00:00+00:00,2017-05-09 00:00:00+00:00
000139/1393299/0001341004-17-000189.txt,CORRESP,0001393299,,BlackRock International Growth & Income Trust,0001341004-17-000189,2017-04-03 00:00:00+00:00,2017-05-09 00:00:00+00:00
000150/1506289/0001341004-17-000189.txt,CORRESP,0001506289,,BlackRock Resources & Commodities Strategy Trust,0001341004-17-000189,2017-04-03 00:00:00+00:00,2017-05-09 00:00:00+00:00
000152/1528988/0001341004-17-000189.txt,CORRESP,0001528988,,BlackRock Utility & Infrastructure Trust,0001341004-17-000189,2017-04-03 00:00:00+00:00,2017-05-09 00:00:00+00:00
000161/1616678/0001341004-17-000189.txt,CORRESP,0001616678,,BlackRock Science & Technology Trust,0001341004-17-000189,2017-04-03 00:00:00+00:00,2017-05-09 00:00:00+00:00
000170/1705012/0001493152-17-010957.txt,CORRESP,0001705012,,"Fat Brands, Inc",0001493152-17-010957,2017-09-27 00:00:00+00:00,2017-11-01 00:00:00+00:00
000159/1593547/0001135428-16-001744.txt,CORRESP,0001593547,,Advisors' Inner Circle Fund III,0001135428-16-001744,2016-09-21 00:00:00+00:00,2017-01-25 00:00:00+00:00
000022/225843/0001144204-16-137476.txt,CORRESP,0000225843,,SENTINEL GROUP FUNDS INC,0001144204-16-137476,2016-12-01 00:00:00+00:00,2017-01-09 00:00:00+00:00
000111/1112513/0001144204-16-137476.txt,CORRESP,0001112513,,SENTINEL VARIABLE PRODUCTS TRUST,0001144204-16-137476,2016-12-01 00:00:00+00:00,2017-01-09 00:00:00+00:00
000168/1682220/0001144204-17-002950.txt,CORRESP,0001682220,,Sachem Capital Corp.,0001144204-17-002950,2017-01-19 00:00:00+00:00,2017-03-10 00:00:00+00:00
000150/1501364/0000914260-17-000002.txt,CORRESP,0001501364,"Rockville Financial, Inc. /CT/","United Financial Bancorp, Inc.",0000914260-17-000002,2017-01-20 00:00:00+00:00,2017-07-03 00:00:00+00:00
000103/1039065/0001104659-17-003840.txt,CORRESP,0001039065,,OSI SYSTEMS INC,0001104659-17-003840,2017-01-24 00:00:00+00:00,2017-03-06 00:00:00+00:00
000126/1264089/0001104659-16-147923.txt,CORRESP,0001264089,YAMANA GOLD INC,YAMANA GOLD INC.,0001104659-16-147923,2016-09-30 00:00:00+00:00,2017-02-13 00:00:00+00:00
000082/827809/0001104659-16-147000.txt,CORRESP,0000827809,QLT PHOTO THERAPEUTICS INC,QLT INC/BC,0001104659-16-147000,2016-09-28 00:00:00+00:00,2016-11-10 00:00:00+00:00
000106/1062449/0001062449-17-000141.txt,CORRESP,0001062449,,BUFFALO WILD WINGS INC,0001062449-17-000141,2017-11-28 00:00:00+00:00,2017-12-29 00:00:00+00:00
000149/1498068/0001498068-17-000052.txt,CORRESP,0001498068,"C.P. Atlas Holdings, Inc.","American Renal Associates Holdings, Inc.",0001498068-17-000052,2017-07-07 00:00:00+00:00,2017-09-04 00:00:00+00:00
000101/1016281/0001016281-18-000002.txt,CORRESP,0001016281,,CARRIAGE SERVICES INC,0001016281-18-000002,2018-01-23 00:00:00+00:00,2018-02-23 00:00:00+00:00
000157/1578932/0001193125-16-638408.txt,CORRESP,0001578932,,OCI Partners LP,0001193125-16-638408,2016-06-30 00:00:00+00:00,2016-08-26 00:00:00+00:00
000156/1563756/0001144204-16-098050.txt,CORRESP,0001563756,,Lightstone Value Plus Real Estate Investment Trust,0001144204-16-098050,2016-04-29 00:00:00+00:00,2016-07-29 00:00:00+00:00
000168/1687542/0001493152-17-004985.txt,CORRESP,0001687542,,"China Internet Nationwide Financial Services, Inc.",0001493152-17-004985,2017-05-10 00:00:00+00:00,2017-06-20 00:00:00+00:00
000086/866121/0000866121-17-000052.txt,CORRESP,0000866121,ALLIANT TECHSYSTEMS INC,"ORBITAL ATK, INC.",0000866121-17-000052,2017-07-31 00:00:00+00:00,2017-09-21 00:00:00+00:00
000007/77543/0000077543-17-000053.txt,CORRESP,0000077543,TUTOR PERINI Corp,TUTOR PERINI CORP,0000077543-17-000053,2017-07-19 00:00:00+00:00,2017-09-20 00:00:00+00:00
000080/809586/0000892712-17-000345.txt,CORRESP,0000809586,,HEARTLAND GROUP INC,0000892712-17-000345,2017-04-18 00:00:00+00:00,2017-06-01 00:00:00+00:00
000003/38721/0000038721-16-000047.txt,CORRESP,0000038721,FRANKLIN CUSTODIAN FUNDS INC,FRANKLIN CUSTODIAN FUNDS,0000038721-16-000047,2016-01-29 00:00:00+00:00,2016-03-30 00:00:00+00:00
000153/1534504/0000899681-16-001585.txt,CORRESP,0001534504,,PBF Energy Inc.,0000899681-16-001585,2016-07-15 00:00:00+00:00,2016-08-26 00:00:00+00:00
000168/1682593/0001571049-16-019201.txt,CORRESP,0001682593,,"Community Savings Bancorp, Inc.",0001571049-16-019201,2016-10-28 00:00:00+00:00,2016-12-13 00:00:00+00:00
000074/742278/0001571049-17-003718.txt,CORRESP,0000742278,RPC INC,RPC INC,0001571049-17-003718,2017-04-19 00:00:00+00:00,2017-11-16 00:00:00+00:00
000136/1365662/0001628280-17-008505.txt,CORRESP,0001365662,,Claymore Exchange-Traded Fund Trust 2,0001628280-17-008505,2017-08-10 00:00:00+00:00,2017-09-04 00:00:00+00:00
000088/884624/0001564590-17-013344.txt,CORRESP,0000884624,,ORTHOFIX INTERNATIONAL N V,0001564590-17-013344,2017-07-11 00:00:00+00:00,2017-09-15 00:00:00+00:00
000162/1627014/0001627014-16-000056.txt,CORRESP,0001627014,,"Black Knight Financial Services, Inc.",0001627014-16-000056,2016-07-06 00:00:00+00:00,2016-08-30 00:00:00+00:00
000137/1370755/0001567619-16-002278.txt,CORRESP,0001370755,"Special Value Continuation Fund, LLC",TCP Capital Corp.,0001567619-16-002278,2016-05-04 00:00:00+00:00,2016-07-27 00:00:00+00:00
000162/1622345/0001615774-16-008462.txt,CORRESP,0001622345,,"Polar Power, Inc.",0001615774-16-008462,2016-11-18 00:00:00+00:00,2017-01-05 00:00:00+00:00
000171/1718644/0001607062-18-000019.txt,CORRESP,0001718644,,"Zander Therapeutics, Inc",0001607062-18-000019,2018-01-16 00:00:00+00:00,2018-06-27 00:00:00+00:00
000152/1529463/0001104659-18-003087.txt,CORRESP,0001529463,"FTS International, LLC","FTS International, Inc.",0001104659-18-003087,2018-01-19 00:00:00+00:00,2018-03-02 00:00:00+00:00
000082/822977/0001193125-17-103608.txt,CORRESP,,,,0001193125-17-103608,2017-03-30 00:00:00+00:00,
000140/1409171/0001409171-17-000006.txt,CORRESP,0001409171,,Titan Machinery Inc.,0001409171-17-000006,2017-02-09 00:00:00+00:00,2017-03-27 00:00:00+00:00
000102/1022695/0001379491-16-005837.txt,CORRESP,0001022695,,FIDELITY REVERE STREET TRUST,0001379491-16-005837,2016-09-22 00:00:00+00:00,2016-10-24 00:00:00+00:00
000121/1217286/0001193125-17-099349.txt,CORRESP,0001217286,JP MORGAN MUTUAL FUND SERIES,JPMorgan Trust I,0001193125-17-099349,2017-03-28 00:00:00+00:00,2017-10-02 00:00:00+00:00
000118/1180079/0001193125-17-024180.txt,CORRESP,0001180079,,SILVER SPRING NETWORKS INC,0001193125-17-024180,2017-01-30 00:00:00+00:00,2017-03-13 00:00:00+00:00
000141/1411494/0000950142-17-001394.txt,CORRESP,0001411494,,Apollo Global Management LLC,0000950142-17-001394,2017-07-27 00:00:00+00:00,2017-08-24 00:00:00+00:00
000084/849399/0001193125-16-727642.txt,CORRESP,0000849399,,SYMANTEC CORP,0001193125-16-727642,2016-09-30 00:00:00+00:00,2016-11-23 00:00:00+00:00
000154/1549346/0001193125-16-670995.txt,CORRESP,0001549346,,"Shutterstock, Inc.",0001193125-16-670995,2016-08-04 00:00:00+00:00,2016-09-14 00:00:00+00:00
000108/1084717/0001193125-16-656656.txt,CORRESP,0001084717,,PACIFIC CONTINENTAL CORP,0001193125-16-656656,2016-07-25 00:00:00+00:00,2016-09-08 00:00:00+00:00
000075/751173/0001193125-17-224056.txt,CORRESP,0000751173,"MANNING & NAPIER FUND, INC /NY/","MANNING & NAPIER FUND, INC.",0001193125-17-224056,2017-07-07 00:00:00+00:00,2017-08-14 00:00:00+00:00
000144/1444822/0001193125-17-368126.txt,CORRESP,0001444822,,AQR Funds,0001193125-17-368126,2017-12-13 00:00:00+00:00,2018-04-12 00:00:00+00:00
000137/1377936/0001193125-16-776623.txt,CORRESP,0001377936,GSC INVESTMENT CORP.,SARATOGA INVESTMENT CORP.,0001193125-16-776623,2016-11-23 00:00:00+00:00,2017-01-12 00:00:00+00:00
000129/1291855/0001144204-17-061053.txt,CORRESP,0001291855,Vuance Ltd,SuperCom Ltd,0001144204-17-061053,2017-11-28 00:00:00+00:00,2018-02-12 00:00:00+00:00
000168/1684425/0001213900-17-009620.txt,CORRESP,0001684425,,"TDH Holdings, Inc.",0001213900-17-009620,2017-09-13 00:00:00+00:00,2017-10-20 00:00:00+00:00
000170/1709164/0001193125-17-277935.txt,CORRESP,0001709164,,Hamilton Beach Brands Holding Co,0001193125-17-277935,2017-09-06 00:00:00+00:00,2017-10-25 00:00:00+00:00
000170/1707178/0001193125-17-278244.txt,CORRESP,0001707178,LQ PropCo Inc.,CorePoint Lodging Inc.,0001193125-17-278244,2017-09-06 00:00:00+00:00,2018-06-06 00:00:00+00:00
000169/1695473/0001493152-17-009865.txt,CORRESP,0001695473,,"Greater Cannabis Company, Inc.",0001493152-17-009865,2017-08-25 00:00:00+00:00,2017-09-29 00:00:00+00:00
000117/1175580/0001144204-17-037166.txt,CORRESP,0001175580,,RANDGOLD RESOURCES LTD,0001144204-17-037166,2017-07-18 00:00:00+00:00,2017-10-18 00:00:00+00:00
000078/787441/0001144204-16-140706.txt,CORRESP,0000787441,MACKAY SHIELDS MAINSTAY SERIES FUND /NY/,MAINSTAY FUNDS,0001144204-16-140706,2016-12-21 00:00:00+00:00,2017-05-23 00:00:00+00:00
000133/1331971/0001133228-16-007395.txt,CORRESP,0001331971,,John Hancock Funds II,0001133228-16-007395,2016-02-12 00:00:00+00:00,2016-06-08 00:00:00+00:00
000147/1478482/0001133228-16-014139.txt,CORRESP,0001478482,,John Hancock Exchange-Traded Fund Trust,0001133228-16-014139,2016-12-02 00:00:00+00:00,2018-03-05 00:00:00+00:00
000147/1478482/0001133228-17-006174.txt,CORRESP,0001478482,,John Hancock Exchange-Traded Fund Trust,0001133228-17-006174,2017-10-23 00:00:00+00:00,2018-03-05 00:00:00+00:00
000130/1307748/0001193125-16-738681.txt,CORRESP,0001307748,"Inland American Real Estate Trust, Inc.",InvenTrust Properties Corp.,0001193125-16-738681,2016-10-14 00:00:00+00:00,2017-02-14 00:00:00+00:00
000109/1095291/0001095291-16-000175.txt,CORRESP,0001095291,"WEBSITE PROS, INC.","WEB.COM GROUP, INC.",0001095291-16-000175,2016-12-16 00:00:00+00:00,2017-01-20 00:00:00+00:00
000165/1654795/0001104659-16-093305.txt,CORRESP,0001654795,,Brookfield Business Partners L.P.,0001104659-16-093305,2016-02-02 00:00:00+00:00,2016-06-13 00:00:00+00:00
000150/1504461/0001104659-16-106916.txt,CORRESP,0001504461,Silverthorne Energy Partners LP,NGL Energy Partners LP,0001104659-16-106916,2016-03-22 00:00:00+00:00,2016-05-05 00:00:00+00:00
000160/1604643/0001104659-17-063011.txt,CORRESP,0001604643,EWT Holdings I Corp.,Evoqua Water Technologies Corp.,0001104659-17-063011,2017-10-19 00:00:00+00:00,2017-12-01 00:00:00+00:00
000171/1716586/0001104659-17-071501.txt,CORRESP,0001716586,BOULEVARD ACQUISITION CORP II CAYMAN HOLDING Co,BOULEVARD ACQUISITION CORP II CAYMAN HOLDING Co,0001104659-17-071501,2017-12-04 00:00:00+00:00,2018-01-09 00:00:00+00:00
000151/1510400/0001062993-16-010701.txt,CORRESP,0001510400,,TAHOE RESOURCES INC.,0001062993-16-010701,2016-07-26 00:00:00+00:00,2016-12-16 00:00:00+00:00
000102/1020660/0001193125-16-583278.txt,CORRESP,0001020660,NUVEEN FLAGSHIP MUNICIPAL TRUST,NUVEEN MUNICIPAL TRUST/MA,0001193125-16-583278,2016-05-09 00:00:00+00:00,2016-07-25 00:00:00+00:00
000084/845091/0001193125-16-578221.txt,CORRESP,0000845091,MERRILL LYNCH LIFE INSURANCE CO,TRANSAMERICA ADVISORS LIFE INSURANCE Co,0001193125-16-578221,2016-05-04 00:00:00+00:00,2017-05-17 00:00:00+00:00
000132/1322439/0001437749-17-009581.txt,CORRESP,0001322439,,Eagle Bulk Shipping Inc.,0001437749-17-009581,2017-05-18 00:00:00+00:00,2017-06-23 00:00:00+00:00
000167/1679688/0001104659-16-156466.txt,CORRESP,0001679688,,"Colony NorthStar, Inc.",0001104659-16-156466,2016-11-14 00:00:00+00:00,2017-01-12 00:00:00+00:00
000163/1636365/0001104659-16-157061.txt,CORRESP,0001636365,Triloma EIG Global Energy Fund,Triloma EIG Energy Income Fund,0001104659-16-157061,2016-11-14 00:00:00+00:00,2017-02-08 00:00:00+00:00
000163/1634453/0001104659-16-157062.txt,CORRESP,0001634453,Triloma Energy Income Fund - Term I,Triloma EIG Energy Income Fund - Term I,0001104659-16-157062,2016-11-14 00:00:00+00:00,2017-02-08 00:00:00+00:00
000007/77776/0001104659-17-025042.txt,CORRESP,0000077776,PHH GROUP INC,PHH CORP,0001104659-17-025042,2017-04-21 00:00:00+00:00,2017-06-05 00:00:00+00:00
000106/1066602/0001104659-17-018240.txt,CORRESP,0001066602,ING FUNDS TRUST,Voya FUNDS TRUST,0001104659-17-018240,2017-03-21 00:00:00+00:00,2017-04-26 00:00:00+00:00
000100/1001838/0001104659-17-028906.txt,CORRESP,0001001838,SOUTHERN PERU COPPER CORP/,SOUTHERN COPPER CORP/,0001104659-17-028906,2017-05-02 00:00:00+00:00,2017-06-14 00:00:00+00:00
000158/1587987/0001144204-16-105429.txt,CORRESP,0001587987,,Newtek Business Services Corp.,0001144204-16-105429,2016-05-27 00:00:00+00:00,2016-08-24 00:00:00+00:00
000143/1435064/0001144204-16-120541.txt,CORRESP,0001435064,,CEMTREX INC,0001144204-16-120541,2016-08-22 00:00:00+00:00,2017-02-09 00:00:00+00:00
000148/1487839/0001144204-16-122288.txt,CORRESP,0001487839,,Kingtone Wirelessinfo Solution Holding Ltd,0001144204-16-122288,2016-08-31 00:00:00+00:00,2017-01-10 00:00:00+00:00
000146/1461755/0001461755-18-000002.txt,CORRESP,0001461755,,"Atlantic Capital Bancshares, Inc.",0001461755-18-000002,2018-01-02 00:00:00+00:00,2018-02-02 00:00:00+00:00
000091/910606/0001193125-17-012857.txt,CORRESP,0000910606,REGENCY REALTY CORP,REGENCY CENTERS CORP,0001193125-17-012857,2017-01-19 00:00:00+00:00,2017-03-09 00:00:00+00:00
000031/311101/0001193125-17-281399.txt,CORRESP,0000311101,KENTUCKY TAX FREE INCOME FUND INC,DUPREE MUTUAL FUNDS,0001193125-17-281399,2017-09-11 00:00:00+00:00,2017-11-30 00:00:00+00:00
000153/1534293/0001193125-16-687489.txt,CORRESP,0001534293,,Salient Midstream & MLP Fund,0001193125-16-687489,2016-08-22 00:00:00+00:00,2016-09-26 00:00:00+00:00
000101/1013488/0001193125-17-010745.txt,CORRESP,0001013488,CHICAGO PIZZA & BREWERY INC,BJs RESTAURANTS INC,0001193125-17-010745,2017-01-17 00:00:00+00:00,2017-02-22 00:00:00+00:00
